# RA DEC
190.8075 11.21278
190.81458 27.26056
190.80957 5.22444
190.81166 7.98083
190.81958 31.09972
190.8125 4.18278
190.82541 35.43583
190.83749 27.71556
190.83583 1.97667
190.84042 24.5275
190.84583 32.7225
190.84541 3.43056
190.85208 32.88472
190.84792 5.76778
190.8679 33.95056
190.86624 10.87
190.88208 19.25945
190.88333 27.29278
190.88416 33.40778
190.88042 11.28417
190.88208 11.58111
190.89291 1.80417
190.91415 31.73278
190.91165 27.29278
190.91165 27.37722
190.91541 17.92917
190.92416 25.46972
190.92166 16.38667
190.93082 29.93555
190.93291 10.76472
190.95332 33.7825
190.95667 29.775
190.95958 30.80417
190.96625 25.29111
190.9604 11.03833
190.97749 32.15445
190.98666 16.54944
190.98416 4.12972
190.98666 8.91889
190.98833 3.62361
190.9904 13.1175
191.01666 29.91889
191.01584 9.07083
191.03749 12.11583
191.05418 7.90611
191.07501 12.94
191.08501 20.02833
191.0871 34.80833
191.08624 6.09056
191.0925 4.43389
191.09418 10.19444
191.10043 24.90083
191.10751 34.39056
191.11043 35.2
191.10916 17.82722
191.11792 28.43222
191.12083 28.76361
191.12083 0.47
191.11958 4.18167
191.14001 21.53472
191.14833 27.96334
191.15083 29.01611
191.15083 33.97472
191.15875 28.47306
191.16335 4.06944
191.17625 26.4175
191.18042 6.69722
191.18832 27.88722
191.18459 10.33944
191.18959 12.36389
191.19499 22.66222
191.19542 9.75972
191.20168 8.10167
191.21292 18.75889
191.21584 28.50278
191.21918 34.94528
191.21834 16.41694
191.23126 10.27917
191.23543 10.48639
191.24959 24.7775
191.24709 12.02444
191.25 14.46778
191.25999 23.38472
191.26543 12.44444
191.26707 9.78056
191.27415 21.17194
191.27501 29.91694
191.27708 35.86944
191.27542 5.64806
191.29333 34.24055
191.295 23.02056
191.29707 14.32139
191.30833 29.00639
191.31041 23.03444
191.31667 26.16944
191.32167 26.07861
191.31833 2.44028
191.32291 27.12639
191.32625 21.53611
191.32291 8.4
191.32333 10.18944
191.33333 30.29778
191.34418 35.35694
191.35083 10.99167
191.36624 26.12583
191.37917 20.82028
191.37959 13.33333
191.38916 34.32583
191.40042 26.13917
191.40208 22.04694
191.40208 28.12417
191.40375 2.72611
191.42084 35.08611
191.4225 24.95889
191.4175 10.59028
191.43166 24.66444
191.42833 6.325
191.43542 29.43528
191.4425 31.8775
191.45 28.41944
191.45209 22.71056
191.45291 9.33806
191.45541 6.19639
191.47833 10.89972
191.48875 35.17056
191.49126 34.95111
191.49542 30.05472
191.49834 21.15694
191.49916 28.80889
191.50749 4.37917
191.5125 8.46389
191.51208 4.13833
191.52583 28.75667
191.535 28.97
191.53374 10.16667
191.54126 26.25472
191.53833 4.45528
191.54167 11.90611
191.54749 27.94528
191.54916 30.72445
191.55042 35.11361
191.55875 22.83556
191.56332 8.35639
191.56665 10.19528
191.57332 34.43444
191.57541 27.52944
191.58041 31.08889
191.59915 15.51194
191.60791 34.08444
191.60957 30.45695
191.61084 32.18222
191.64626 27.66611
191.65541 22.24611
191.66541 29.82722
191.68166 21.82528
191.68042 10.34694
191.68375 3.00333
191.69041 29.73083
191.6925 29.38528
191.69041 5.95417
191.70168 9.84778
191.71375 27.78806
191.72749 26.56556
191.735 25.62083
191.74416 23.2875
191.75375 32.65583
191.76001 32.86833
191.77667 25.30055
191.78127 9.9525
191.78835 27.79472
191.78375 4.13583
191.78708 9.02083
191.79875 26.71
191.80084 29.19861
191.80708 29.45472
191.81042 35.65028
191.81042 22.49417
191.8246 9.82083
191.83626 35.52083
191.83542 34.96445
191.83792 0.64361
191.84875 27.46445
191.86043 29.78555
191.86418 3.59806
191.86876 27.45389
191.86792 3.03028
191.89001 4.56306
191.90083 30.61472
191.90126 33.66278
191.8996 4.51361
191.91917 15.17111
191.93167 3.86861
191.93959 13.76056
191.94585 4.33528
191.95084 15.67611
191.95001 4.83694
191.9675 19.37944
191.96918 18.05111
191.97501 35.19445
191.97543 26.95806
191.98126 30.37944
191.98917 10.97083
191.99751 4.44
192.0175 7.91472
192.02458 29.44639
192.02667 27.18722
192.02625 6.98333
192.035 3.63389
192.03958 10.97889
192.06126 7.34306
192.095 5.13972
192.09583 8.4875
192.09875 8.04528
192.09958 9.31389
192.10834 28.305
192.12167 29.25361
192.125 3.44
192.13583 32.29528
192.14001 26.11028
192.13667 9.13667
192.14375 13.32444
192.14459 9.13694
192.16208 25.06306
192.16251 29.18833
192.16376 5.11889
192.16541 10.87083
192.17166 29.23667
192.17166 34.47417
192.17625 26.41611
192.18167 3.39778
192.18375 3.54861
192.19167 26.75444
192.1875 3.73167
192.19626 35.33416
192.20042 24.99861
192.21042 26.65805
192.21001 10.35611
192.22209 4.65444
192.23041 28.96889
192.22749 15.98722
192.23917 34.87305
192.24542 1.98833
192.24709 9.05833
192.26334 27.17528
192.26334 27.37306
192.26543 30.93389
192.29126 12.49056
192.29666 3.39056
192.30084 27.37611
192.30125 14.80278
192.31168 7.52194
192.31459 4.6575
192.32834 15.86417
192.33501 24.56083
192.33751 35.79333
192.34166 29.32056
192.34166 5.14139
192.34332 9.81667
192.35625 4.38722
192.36125 15.92278
192.36583 4.02889
192.38376 25.995
192.37959 7.95
192.39084 25.46972
192.38458 9.1025
192.38959 12.25056
192.39041 13.80167
192.39833 31.96806
192.39125 3.60556
192.40083 21.91805
192.41167 30.8375
192.40584 7.78944
192.41292 34.2525
192.41708 15.15528
192.42334 30.75167
192.45084 32.08139
192.45084 35.47556
192.44417 4.77861
192.44458 5.49556
192.44667 3.84806
192.4525 4.50389
192.45834 15.08889
192.45834 2.85111
192.47374 17.86806
192.48126 27.49889
192.48999 2.51528
192.48875 5.31194
192.48917 4.08389
192.49625 5.825
192.49875 11.26167
192.50542 32.39306
192.51457 14.07167
192.51666 6.84556
192.52333 34.49333
192.52625 32.01361
192.51958 9.58444
192.5275 25.02222
192.53542 33.16361
192.55208 7.57806
192.55833 14.07
192.58458 26.74333
192.58417 32.54944
192.59833 4.91389
192.60374 16.39833
192.61 25.49195
192.61499 28.35278
192.61624 5.31056
192.62791 27.31722
192.63416 30.85667
192.63667 17.47695
192.64291 28.75389
192.6575 27.42
192.66541 23.56944
192.66791 1.46361
192.67166 5.34917
192.67499 10.87556
192.70625 35.38445
192.70833 35.40417
192.71375 31.04028
192.72 21.23694
192.72792 31.68333
192.72708 25.26333
192.73166 35.43389
192.73082 12.62556
192.75 9.08111
192.75458 15.80361
192.76375 27.36944
192.76001 7.47139
192.76875 28.93083
192.77876 12.06028
192.78 17.17861
192.79042 28.78639
192.79292 26.79333
192.80667 4.85639
192.81209 5.34111
192.82625 35.1125
192.83084 31.92889
192.82417 0.52583
192.82625 5.53694
192.83833 33.15834
192.8425 31.06333
192.84625 29.28778
192.84042 3.86778
192.85043 21.57
192.84625 14.08139
192.8725 5.8
192.87709 13.78722
192.88 18.06444
192.87917 1.19833
192.88583 26.77472
192.89043 8.04306
192.89334 5.86917
192.90001 18.65611
192.89792 13.82806
192.91208 31.35056
192.90918 16.49889
192.91043 1.66389
192.91833 32.17972
192.92667 27.02944
192.93251 26.10528
192.94084 21.73528
192.94209 34.97694
192.94708 9.85806
192.96001 25.78861
192.96042 15.22806
192.97794 26.07667
192.97917 26.11361
192.98126 16.28417
192.98209 12.0825
192.98126 4.00972
192.9921 9.52
193.00876 25.8475
193.02042 26.19083
193.02042 27.165
193.03667 29.285
193.03835 26.08806
193.04501 15.09778
193.06209 32.78556
193.06168 4.46222
193.0704 27.53667
193.08376 10.5575
193.09625 21.63056
193.09541 13.10611
193.10167 7.18611
193.14709 26.74583
193.15251 13.88222
193.15208 2.78917
193.1675 27.59806
193.1725 28.96056
193.17584 28.97139
193.18875 15.84639
193.21375 27.40055
193.21251 17.7475
193.22501 28.37444
193.22125 9.98583
193.22417 9.60361
193.2325 17.46361
193.24542 22.41444
193.24333 7.49722
193.24875 32.41389
193.24666 14.39806
193.24666 9.02472
193.24751 10.02389
193.26041 35.80111
193.26584 35.77472
193.26958 32.33028
193.28041 28.25
193.29208 25.27806
193.29416 3.43972
193.30583 15.63417
193.30542 12.63083
193.30833 4.465
193.33583 1.27139
193.35834 14.63944
193.36874 2.17194
193.36874 5.89472
193.37874 18.04083
193.38292 14.46278
193.38249 10.04222
193.39041 5.07861
193.41292 28.42139
193.41208 4.07333
193.42041 3.63
193.43208 31.93833
193.42833 6.79167
193.42958 4.14972
193.43666 20.10056
193.43707 11.31778
193.44583 10.52417
193.45209 29.57917
193.45708 28.97944
193.45541 32.69861
193.46167 9.70611
193.47 31.11278
193.47542 36.09055
193.47708 8.78389
193.48291 34.10278
193.47708 5.32306
193.48834 31.87083
193.48917 19.27167
193.49834 29.78917
193.49583 32.6525
193.50749 29.60444
193.50665 9.44778
193.53082 27.1525
193.53542 21.01944
193.55208 0.79833
193.55707 5.36667
193.56332 8.35417
193.56624 2.76583
193.58417 6.69167
193.5854 11.35167
193.59958 30.07445
193.6129 9.90472
193.62042 26.3025
193.63165 35.30361
193.63708 1.1125
193.64124 32.53222
193.66916 27.63806
193.67207 28.94194
193.67458 32.36694
193.68166 24.21445
193.68625 35.92667
193.68124 13.24056
193.68333 8.05139
193.69124 31.61444
193.69875 30.55361
193.70209 19.17417
193.70082 22.50805
193.69708 4.89611
193.70332 15.58944
193.70833 2.82778
193.71584 35.31944
193.71707 35.40056
193.71875 22.57639
193.71457 7.425
193.71666 2.65278
193.71791 13.17639
193.73624 33.54472
193.74167 27.42083
193.73917 1.98306
193.74957 34.88722
193.75168 27.48111
193.76543 10.08139
193.76791 8.10361
193.77376 4.04389
193.79251 7.92194
193.79251 8.04556
193.79916 4.59083
193.80209 0.11278
193.80708 8.0475
193.81334 2.89583
193.82959 12.81417
193.84875 31.98528
193.84377 5.10639
193.85292 26.86278
193.84834 7.9125
193.85167 14.98
193.85916 26.41861
193.86292 32.98778
193.86459 2.2275
193.8996 35.62083
193.90208 31.5575
193.89667 10.73722
193.92416 19.20972
193.92416 11.05917
193.93417 10.24306
193.94667 28.75333
193.95876 25.18917
193.95209 4.30417
193.95543 4.98806
193.95543 4.01139
193.96877 31.65055
193.98 23.81695
193.97749 8.03722
193.98834 1.99306
193.99001 8.59972
194.01334 12.12056
194.0175 3.80833
194.01959 6.81194
194.01959 4.86472
194.03542 8.01556
194.03792 6.52889
194.0825 34.65583
194.08125 5.46861
194.08542 10.18306
194.11542 27.28917
194.11501 6.06444
194.12334 27.93333
194.13916 14.12556
194.185 11.93444
194.18918 11.09056
194.1925 3.66944
194.19209 7.79944
194.19749 26.42361
194.19791 27.81111
194.19292 5.91778
194.20125 25.01
194.20375 21.65972
194.20416 26.47611
194.21292 7.30667
194.22292 22.375
194.22168 10.34722
194.22083 4.95528
194.23 35.32139
194.23 8.15778
194.23334 4.06028
194.23958 32.45056
194.24666 30.69917
194.24583 27.45389
194.25583 35.65472
194.25041 1.03306
194.26541 35.78972
194.27208 31.6275
194.28958 8.14778
194.28958 9.51194
194.32791 21.335
194.32332 5.375
194.32957 4.98972
194.33708 14.38139
194.34709 33.45028
194.34958 2.37278
194.38374 26.50833
194.38499 35.53111
194.38333 15.3675
194.38292 3.91694
194.38832 13.46583
194.39626 9.32417
194.39958 9.995
194.41708 35.72472
194.42542 33.69833
194.43416 2.69139
194.45999 29.6575
194.46249 10.70111
194.46916 12.26222
194.47333 3.72306
194.47501 10.08583
194.49834 9.95278
194.50665 28.25556
194.505 16.99972
194.51041 1.58083
194.52457 26.65833
194.52792 31.02167
194.53665 32.01861
194.53749 28.7025
194.53915 24.34417
194.55167 16.95417
194.56541 27.12639
194.57166 30.98528
194.57541 19.80139
194.56999 14.56083
194.57874 30.53472
194.57709 9.78444
194.57832 4.87528
194.58249 15.21028
194.58875 27.30944
194.59624 35.66167
194.59457 13.87861
194.60165 35.48195
194.60165 35.25
194.59792 2.78917
194.62083 9.62444
194.62541 27.00139
194.62207 12.18472
194.62334 9.54833
194.63499 24.38778
194.63249 8.22305
194.63959 9.3875
194.64917 12.16806
194.6525 1.71333
194.65541 17.81972
194.65625 5.79806
194.66206 16.38556
194.66873 26.75722
194.67 14.21472
194.67999 27.17528
194.67624 10.61639
194.68625 24.23389
194.68625 33.93611
194.70833 5.37389
194.71167 9.64972
194.72333 35.07722
194.71916 13.13944
194.74208 1.83417
194.75125 29.41361
194.75792 35.48389
194.76375 34.86305
194.77292 27.655
194.78375 26.3875
194.79167 29.44917
194.79292 14.42111
194.79834 18.40417
194.81084 30.31167
194.81625 35.85889
194.82417 11.01639
194.82834 32.65722
194.82751 1.50083
194.8325 9.19194
194.85167 9.78861
194.85916 14.17
194.88417 32.28972
194.89542 15.04667
194.91125 28.6325
194.91084 6.45
194.91959 30.24639
194.91376 3.24639
194.92252 34.815
194.92084 7.5
194.92293 11.07556
194.92416 10.73111
194.93625 19.59389
194.93668 26.97556
194.94499 32.04222
194.94458 10.11139
194.95125 21.82222
194.95209 4.97194
194.9675 12.65583
194.97168 16.83667
194.97542 3.62556
194.98 1.62806
194.97876 8.78944
194.98209 16.85889
194.99083 31.50333
194.98416 4.15667
194.99875 30.66611
194.99417 2.04944
195.00667 34.77333
195.01083 33.43361
195.01917 23.96778
195.02458 28.25278
195.02124 9.04056
195.03125 0.44889
195.04749 29.56389
195.05042 27.28833
195.04584 8.69917
195.04875 5.74639
195.04916 4.92639
195.0704 29.48611
195.07333 27.39167
195.075 29.5575
195.06999 1.56
195.07709 34.94445
195.10126 12.92417
195.10167 13.66945
195.10291 17.49472
195.10916 7.29444
195.13417 27.56055
195.13583 10.12889
195.16541 29.02028
195.16042 8.70806
195.16667 21.68806
195.16541 2.5025
195.17708 28.53361
195.19417 11.87083
195.20125 2.92056
195.22417 25.03056
195.23 19.68667
195.22917 27.78806
195.23749 6.00972
195.24416 2.82472
195.24666 -0.03
195.27625 35.41556
195.27374 9.75722
195.27834 11.50722
195.2925 29.06556
195.28874 4.85889
195.3204 4.90639
195.32834 28.51778
195.34125 23.80055
195.34709 34.75361
195.3575 36.12611
195.35458 4.47139
195.37125 27.88083
195.37 16.57222
195.37915 24.6275
195.38417 28.55667
195.38042 12.56833
195.39207 5.06111
195.42749 10.01389
195.43042 14.935
195.43292 4.15361
195.44292 29.05611
195.44 5.56833
195.44917 33.4275
195.45332 4.99361
195.46375 4.33167
195.46957 8.55056
195.47874 5.38694
195.48041 2.46528
195.49333 3.09278
195.5175 21.64305
195.52959 33.23695
195.54668 6.00917
195.55376 11.0075
195.56459 28.18194
195.56958 26.14722
195.57042 33.30778
195.56958 6.56306
195.5771 32.88472
195.58667 21.07667
195.60875 28.8575
195.60625 3.3825
195.60834 13.53778
195.62459 34.12806
195.62668 24.705
195.63208 13.41833
195.64876 7.96306
195.65417 4.77722
195.66417 1.08333
195.66335 5.08972
195.675 25.39194
195.67709 15.51139
195.67751 0.66722
195.67709 5.95833
195.68001 7.67694
195.69585 29.73639
195.70125 31.48583
195.69626 3.98
195.69751 5.35222
195.70667 26.5425
195.70293 9.28361
195.70334 6.78528
195.71376 13.15611
195.71709 15.34889
195.72375 5.53472
195.73793 32.21472
195.74042 16.94083
195.74126 10.50806
195.74667 12.93333
195.77042 25.46972
195.76791 11.20694
195.77458 26.52028
195.77083 3.98944
195.77667 15.30139
195.79375 19.98722
195.79666 13.88139
195.80251 27.31556
195.80917 7.80556
195.81999 26.06278
195.81958 32.72722
195.82584 1.47444
195.82875 15.79833
195.82584 4.7425
195.83583 19.30389
195.82709 4.59528
195.84042 14.38083
195.84209 7.61694
195.85085 32.97722
195.85667 15.33639
195.86667 36.03056
195.87125 28.56667
195.87459 25.43917
195.87541 26.54333
195.87959 33.65917
195.88376 28.69806
195.87959 8.33333
195.88167 7.96694
195.88834 26.75389
195.89459 10.12583
195.90709 24.5275
195.90251 7.82722
195.90709 5.53778
195.91626 11.87861
195.91708 14.7975
195.92375 19.9475
195.91959 13.21528
195.92252 12.49972
195.93333 2.03083
195.94041 6.32167
195.95334 26.09361
195.95959 23.63278
195.97041 10.96639
195.97749 28.31111
195.98584 26.73306
195.98459 16.17111
195.98793 14.07583
195.99001 14.89944
196.00041 19.59667
196.00082 24.80417
195.99834 5.7025
196.01625 28.31333
196.01584 8.80944
196.0275 25.74195
196.03416 34.75945
196.03 5.56194
196.04416 20.24917
196.04584 22.295
196.04041 5.34389
196.05208 28.535
196.04793 5.48861
196.05374 4.51083
196.06125 18.58028
196.06876 26.1225
196.06625 11.885
196.06667 9.22278
196.08792 30.28555
196.08916 24.43528
196.09666 28.80583
196.09958 28.76722
196.10875 27.30111
196.11041 26.66833
196.11833 23.57139
196.11208 4.53167
196.11542 1.34194
196.12874 30.42805
196.12541 15.53333
196.13208 8.61361
196.14249 33.70945
196.14458 28.62917
196.14499 26.77194
196.15207 10.14639
196.15334 10.52472
196.16083 28.96611
196.16208 28.63222
196.15709 3.71333
196.15918 15.40361
196.16583 35.25083
196.15874 3.86639
196.16083 7.95806
196.17 32.68167
196.16791 6.19556
196.19708 3.91778
196.22749 35.64861
196.22333 3.83278
196.22417 5.67139
196.25082 24.11417
196.25166 35.18333
196.30374 24.93611
196.29999 8.58111
196.30957 31.99694
196.31125 25.95306
196.32791 17.47806
196.33624 18.98167
196.33792 36.10528
196.345 10.5375
196.34874 4.65528
196.35623 32.89833
196.36082 25.18833
196.37042 33.85222
196.38 32.06694
196.39 30.77583
196.38708 4.25111
196.4075 36.0675
196.39749 5.19333
196.39833 5.29389
196.41959 26.10361
196.42207 29.34667
196.42375 31.63333
196.42583 36.02917
196.42123 9.55917
196.42667 33.17639
196.44124 28.88056
196.44333 25.38833
196.44791 27.73472
196.44542 12.06833
196.46584 29.5975
196.46666 10.23278
196.48999 25.46778
196.4929 32.83444
196.48999 3.95667
196.50084 25.85528
196.51125 29.71222
196.51834 35.97972
196.50958 3.84806
196.53835 30.20611
196.535 12.53
196.55876 25.45917
196.55418 6.28694
196.55917 1.47806
196.57333 29.06611
196.57501 29.35278
196.57625 10.3775
196.58292 21.87583
196.58168 32.97528
196.59459 23.925
196.59334 29.66028
196.59167 17.53056
196.5925 17.82972
196.59209 9.43028
196.59917 10.43028
196.60501 28.37222
196.61084 35.23472
196.61501 25.2425
196.61668 14.53111
196.63875 24.96944
196.63959 22.85278
196.63626 5.81306
196.64334 27.87667
196.64542 11.56361
196.64583 8.95611
196.65334 25.43361
196.64833 4.4625
196.65167 12.46556
196.66167 28.85056
196.69041 35.10056
196.70792 21.62139
196.73416 35.13334
196.73126 10.965
196.7375 24.77194
196.73334 13.21389
196.73793 20.27
196.73543 14.81222
196.75041 21.22667
196.75542 29.89889
196.75958 34.98361
196.76457 36.11916
196.75626 4.96833
196.76834 13.06778
196.78082 28.6425
196.79543 18.65694
196.79834 13.655
196.80417 28.04694
196.80417 11.16667
196.81125 35.46833
196.80751 9.76972
196.81418 28.27583
196.81708 24.54028
196.82375 23.71611
196.82957 35.78556
196.82584 2.00139
196.84958 22.55972
196.8475 17.78861
196.85249 32.86555
196.86043 4.77583
196.86917 11.70472
196.88376 35.65111
196.87833 2.32083
196.88417 22.54611
196.89 12.35222
196.90042 14.01111
196.91125 32.77333
196.91251 3.20111
196.91417 17.79167
196.91541 6.33139
196.9321 24.80861
196.93001 16.19417
196.9425 18.375
196.93959 10.5175
196.96584 28.37444
196.97501 34.92528
196.97708 14.16667
197.00082 21.61139
197.00626 25.17805
197.00999 28.99528
197.00999 26.11861
197.00708 14.24667
197.0125 26.77111
197.01208 6.48139
197.01375 11.30056
197.01834 27.30472
197.01666 9.95611
197.04083 4.74806
197.04126 6.42528
197.04999 29.09306
197.04333 5.54444
197.05374 4.48
197.06125 29.02361
197.06041 15.83972
197.06876 11.81444
197.08084 14.61722
197.08957 34.88139
197.09084 11.52389
197.09084 9.325
197.09624 2.53611
197.10667 19.10361
197.1075 35.20056
197.11 29.74528
197.11874 20.03555
197.11792 4.36694
197.12416 28.19222
197.12334 10.67278
197.12459 12.96444
197.13249 24.70444
197.14041 30.74972
197.14458 29.35722
197.14542 21.05167
197.17041 24.07222
197.17375 18.07972
197.17625 3.13083
197.17958 9.20056
197.18124 4.16556
197.18292 4.72556
197.19041 9.91361
197.20041 32.985
197.21167 32.29445
197.21457 28.79
197.21542 33.01667
197.21834 29.17083
197.21249 4.09944
197.22415 28.18611
197.21875 5.99611
197.22374 13.45083
197.23126 29.03555
197.23584 28.02639
197.23999 28.27778
197.24126 33.20278
197.2475 25.8125
197.24208 3.06083
197.26041 5.6375
197.26416 11.78222
197.26332 6.96083
197.26749 9.46805
197.26749 8.2
197.26958 5.84611
197.27499 16.63722
197.28082 13.80139
197.28166 5.23861
197.28458 11.63
197.2925 28.68889
197.29582 22.47306
197.30208 28.77417
197.30542 29.36667
197.32332 33.16139
197.3275 35.52666
197.32458 2.98944
197.34125 21.71778
197.3475 24.09167
197.35374 33.72472
197.34792 6.99667
197.37 4.85472
197.38791 1.66972
197.3979 19.20889
197.40375 34.51972
197.39999 12.02972
197.40498 26.16028
197.41499 30.495
197.41916 19.32722
197.4225 31.41917
197.41832 6.21139
197.41916 9.52167
197.42958 34.98417
197.43208 21.31361
197.43542 19.6625
197.43542 34.69778
197.44708 28.90694
197.44499 4.23083
197.45082 11.64778
197.46124 22.80333
197.46291 24.57389
197.47083 28.38389
197.46748 6.44083
197.47708 30.42222
197.47833 30.41917
197.47792 17.16583
197.48958 28.55611
197.48874 11.53833
197.49081 16.455
197.49583 23.24083
197.49916 19.71917
197.50209 18.92861
197.50293 30.04028
197.50792 11.43889
197.52209 34.18056
197.52124 17.18278
197.52083 0.945
197.54625 24.16556
197.54793 13.85333
197.55583 16.94305
197.57042 21.92667
197.57542 20.68722
197.57167 8.75028
197.58209 18.42528
197.58624 32.48583
197.58125 2.03167
197.59666 33.33639
197.59834 21.57222
197.60542 14.60361
197.61043 24.92417
197.61209 18.43694
197.6496 12.6825
197.65292 1.505
197.67375 20.53333
197.68167 21.36167
197.67917 0.02583
197.68001 11.70611
197.69417 28.98139
197.69749 34.80833
197.70251 29.71056
197.70209 27.15444
197.71042 26.62444
197.71542 34.24611
197.72459 35.78278
197.72749 22.11472
197.73375 24.86611
197.73334 11.47611
197.73584 8.74556
197.73793 11.89833
197.7446 22.15306
197.74501 22.65444
197.74333 13.81194
197.75876 35.50306
197.75999 30.49833
197.76083 29.57472
197.76167 35.46917
197.76917 23.99
197.77042 21.23833
197.76666 5.83139
197.82458 12.66111
197.83459 30.47778
197.84375 3.41556
197.85291 36.175
197.85625 24.87167
197.85834 30.62444
197.86 15.53167
197.86624 27.23833
197.87418 25.60861
197.87917 32.51611
197.88126 34.34555
197.88458 8.74556
197.89084 35.08389
197.88626 1.53444
197.89667 11.45889
197.90959 22.91611
197.90875 0.67306
197.91626 34.63917
197.91583 11.15222
197.92166 26.39028
197.93416 35.965
197.9321 9.10167
197.94791 34.58472
197.96124 31.7075
197.95084 10.60417
197.9525 9.87889
197.9675 1.10306
197.97333 22.78222
197.97583 33.29333
197.97667 34.03667
197.98375 22.24806
197.985 12.36056
197.98999 30.41278
197.98625 11.10444
197.99167 24.7
197.99208 14.56361
198.01125 32.40639
198.01041 0.58444
198.01125 11.23111
198.02707 24.095
198.0275 1.65083
198.02666 5.18361
198.02792 5.47306
198.03082 2.99278
198.03 3.61194
198.0325 3.19583
198.0325 7.01472
198.03999 34.68361
198.03583 3.86667
198.04333 34.08305
198.04749 35.67667
198.04707 21.40778
198.05374 22.86833
198.05208 14.6625
198.06332 0.59611
198.06416 12.90833
198.06332 3.78167
198.07208 26.68305
198.0704 12.865
198.07332 2.78361
198.08916 27.12972
198.0925 11.66945
198.09583 12.17222
198.10582 2.85111
198.10709 8.67556
198.11292 33.22889
198.11375 5.90444
198.12334 31.30472
198.12791 28.54305
198.12666 12.9575
198.12915 15.31889
198.14 23.48278
198.13959 7.18139
198.14999 26.79972
198.14999 11.82278
198.155 34.06417
198.16458 4.83222
198.16917 11.9775
198.16959 12.60472
198.17458 26.52833
198.17584 34.76445
198.18333 22.83472
198.17833 4.72833
198.18542 12.8025
198.19542 31.80805
198.20332 21.22944
198.2079 1.08444
198.23291 33.54306
198.23291 21.79278
198.24167 31.25556
198.24083 26.52667
198.23708 6.99556
198.2475 21.12667
198.24875 15.95667
198.24666 6.17306
198.255 22.67639
198.265 23.08667
198.26999 22.67361
198.26707 12.42722
198.2679 12.71222
198.26875 6.2775
198.28542 22.09
198.29582 30.46806
198.29791 33.99278
198.29707 9.6925
198.3029 24.35389
198.32373 31.60917
198.31833 1.03861
198.32124 0.9575
198.33167 31.4075
198.33249 25.68528
198.33665 36.18417
198.33875 30.31806
198.33833 30.55972
198.33665 10.19583
198.33833 6.06389
198.34665 8.03361
198.36 33.28722
198.36833 27.8025
198.37207 21.86139
198.37334 3.315
198.37874 3.37778
198.38708 30.14944
198.38208 5.91667
198.38374 6.885
198.38541 6.46111
198.39499 30.03194
198.39166 15.99389
198.40166 11.92167
198.41292 25.94639
198.41374 30.37639
198.41251 16.67278
198.41791 22.62972
198.41333 11.85139
198.41873 20.42444
198.42207 28.69278
198.42876 33.98889
198.43082 19.82528
198.44041 24.98028
198.43375 7.00139
198.44292 12.76417
198.44333 6.84361
198.45041 13.67972
198.45958 29.77833
198.45457 -0.04333
198.45667 6.95917
198.46375 17.07306
198.4679 23.26167
198.47124 13.77667
198.47542 28.06806
198.47916 16.61639
198.47833 11.75611
198.47749 6.96306
198.48874 2.12417
198.50417 12.23528
198.51584 30.63861
198.51543 6.62111
198.52501 23.31583
198.52876 30.01
198.52876 35.65694
198.52792 0.93528
198.53375 1.10306
198.55084 20.51889
198.57251 30.06222
198.57333 27.95278
198.58084 7.76694
198.58209 13.50306
198.60583 30.48195
198.59958 4.45139
198.61084 30.25056
198.61583 21.58389
198.62334 35.38917
198.62291 2.02722
198.62791 7.09722
198.63708 30.70528
198.64334 27.95167
198.63959 2.55944
198.64209 3.03944
198.65001 35.84639
198.65791 29.30222
198.65459 9.22278
198.66 27.84694
198.66458 30.95417
198.66875 26.56
198.67375 29.99417
198.67001 3.01139
198.67667 27.55722
198.67876 22.46611
198.67459 13.32389
198.68251 26.08778
198.68292 29.17722
198.69083 1.57472
198.70293 34.88528
198.69708 6.31972
198.70375 28.01528
198.70084 5.18778
198.72125 27.00833
198.73083 7.07722
198.75291 30.90778
198.75 10.03194
198.75876 0.96167
198.76125 16.08778
198.76584 28.04111
198.77083 16.74611
198.77083 1.86667
198.77167 3.04528
198.77083 7.16472
198.77834 24.93833
198.78917 34.45611
198.795 7.05417
198.81084 24.20778
198.80624 9.54472
198.81459 26.84972
198.81667 15.21583
198.82875 13.09222
198.84084 18.00444
198.84125 1.14139
198.84332 12.69056
198.84418 1.93472
198.8475 1.325
198.84958 0.96528
198.85083 12.89778
198.85126 11.775
198.85541 27.29611
198.86 33.46222
198.86249 35.16722
198.86334 33.15417
198.86043 11.58
198.87625 2.06917
198.90208 29.66028
198.90042 0.495
198.90375 1.84972
198.91833 34.52195
198.92166 25.99917
198.92708 32.03305
198.93251 30.755
198.93459 31.31472
198.95375 31.85083
198.95334 33.58305
198.95375 0.02722
198.96625 31.65889
198.96959 35.2925
198.96584 8.03417
198.97417 25.43639
198.97917 8.01972
198.9825 17.75889
198.98958 17.16278
198.99751 7.32444
199.00667 25.05278
199.00124 2.95056
199.00374 4.37333
199.00917 7.07528
199.01584 35.04222
199.01208 6.3875
199.01666 7.74639
199.01791 13.40056
199.02583 29.38333
199.02834 26.68111
199.02415 5.18972
199.03624 1.42611
199.04416 18.76917
199.04666 19.27417
199.04584 25.67111
199.05167 30.94667
199.05125 34.05611
199.06 36.08055
199.05957 20.55944
199.06833 35.76139
199.08041 30.27
199.07541 7.04806
199.09166 30.68528
199.10083 16.27861
199.10374 17.44583
199.10167 4.73639
